Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1995,2.04426311794635,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1994,2.09057306228967,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1993,2.14415736499523,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1992,2.22173798334305,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1991,2.35053635500198,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1990,2.70515699174075,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1989,2.74817971868746,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1988,2.79928636544322,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1987,2.96177130395223,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1986,2.96764198279227,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1985,2.94962782618252,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1984,2.98089083244688,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1983,2.994642682707,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1982,3.25194670255639,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1981,3.17371574686396,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1980,3.17889961416698,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1979,3.21934198576627,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1978,3.2416697703762,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1977,3.34832907850553,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1976,3.59436635101389,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1975,3.80803909956913,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1974,4.16205557132843,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1973,4.49955330476522,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1972,4.73768330476256,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1971,4.98242326115753,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1970,5.30525754324772,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1969,5.37526645196921,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1968,5.57156554218455,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1967,5.22665338311241,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1966,5.51806942545901,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1965,5.69346561202166,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1964,5.74948005474642,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1963,6.21053466631147,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1962,5.47463039075962,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1961,4.31141655706151,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Upper middle income,UMC,1960,4.61441124920313,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2021,2.27316335245758,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2020,2.29966617574505,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2019,2.3606087181835,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2018,2.39740742486869,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2017,2.45927223821425,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2016,2.48115559973118,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2015,2.47790957201916,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2014,2.5065784810457,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2013,2.51424842619762,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2012,2.5496430991073,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2011,2.53406006630992,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2010,2.55458173874789,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2009,2.5797615054047,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2008,2.59359990782243,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2007,2.59427028491608,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2006,2.59527910017808,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2005,2.6031561062806,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2004,2.62139879008116,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2003,2.63003724874443,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2002,2.65374683882845,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2001,2.68064786910707,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,2000,2.71846496860982,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1999,2.70908918800366,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1998,2.73605860630137,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1997,2.77137413396533,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1996,2.81355167107889,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1995,2.86143738332609,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1994,2.91550595694393,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1993,2.96937260917607,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1992,3.03803692875779,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1991,3.12441170494208,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1990,3.30544149103758,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1989,3.34634303687336,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1988,3.39613123788742,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1987,3.4876208531063,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1986,3.51731970692646,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1985,3.53121535486195,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1984,3.56834444590803,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1983,3.59433791505987,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1982,3.72304547930651,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1981,3.70806832634147,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1980,3.73471340112249,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1979,3.76097268694449,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1978,3.77830145094814,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1977,3.84639653885135,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1976,3.97231465442068,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1975,4.0798998170592,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1974,4.26371871344688,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1973,4.42445965966688,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1972,4.55438387026764,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1971,4.69591926035808,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1970,4.84631056148406,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1969,4.88624821241342,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1968,4.98243361298717,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1967,4.87230896384862,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1966,4.97745610236851,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1965,5.09354060704565,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1964,5.14142044439158,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1963,5.32342829673039,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1962,5.03517319252654,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1961,4.57558682331231,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,World,WLD,1960,4.69585447747259,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2021,4.643,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2020,4.75,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2019,4.87,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2018,5.002,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2017,5.129,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2016,5.262,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2015,5.405,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2014,5.56,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2013,5.696,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2012,5.83,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2011,5.958,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2010,6.099,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2009,6.235,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2008,6.376,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2007,6.53,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2006,6.722,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2005,6.905,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2004,7.069,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2003,7.22,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2002,7.339,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2001,7.446,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,2000,7.534,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1999,7.599,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1998,7.642,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1997,7.667,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1996,7.709,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1995,7.712,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1994,7.717,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1993,7.719,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1992,7.665,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1991,7.606,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1990,7.565,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1989,7.533,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1988,7.531,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1987,7.526,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1986,7.519,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1985,7.517,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1984,7.513,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1983,7.537,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1982,7.553,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1981,7.568,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1980,7.588,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1979,7.612,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1978,7.599,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1977,7.591,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1976,7.561,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1975,7.542,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1974,7.526,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1973,7.487,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1972,7.453,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1971,7.432,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1970,7.4,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1969,7.389,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1968,7.363,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1967,7.339,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1966,7.32,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1965,7.305,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1964,7.304,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1963,7.302,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1962,7.292,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1961,7.284,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Afghanistan,AFG,1960,7.282,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2021,1.39,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2020,1.4,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2019,1.414,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2018,1.44,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2017,1.491,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2016,1.551,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2015,1.613,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2014,1.674,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2013,1.697,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2012,1.692,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2011,1.671,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2010,1.656,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2009,1.647,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2008,1.648,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2007,1.671,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2006,1.724,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2005,1.803,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2004,1.89,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2003,1.978,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2002,2.036,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2001,2.15,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,2000,2.231,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1999,2.318,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1998,2.397,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1997,2.497,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1996,2.615,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1995,2.685,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1994,2.707,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1993,2.707,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1992,2.767,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1991,2.826,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1990,2.9,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1989,2.942,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1988,3.004,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1987,3.061,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1986,3.116,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1985,3.205,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1984,3.296,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1983,3.361,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1982,3.452,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1981,3.509,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1980,3.614,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1979,3.763,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1978,3.946,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1977,4.136,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1976,4.34,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1975,4.524,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1974,4.642,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1973,4.764,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1972,4.898,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1971,5.015,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1970,5.111,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1969,5.258,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1968,5.338,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1967,5.404,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1966,5.465,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1965,5.623,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1964,5.849,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1963,6.047,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1962,6.207,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1961,6.353,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Albania,ALB,1960,6.455,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2021,2.889,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2020,2.942,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2019,2.988,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2018,3.023,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2017,3.05,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2016,3.051,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2015,3.041,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2014,3.004,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2013,2.957,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2012,2.956,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2011,2.88,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2010,2.843,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2009,2.813,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2008,2.753,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2007,2.677,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2006,2.604,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2005,2.555,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2004,2.512,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2003,2.481,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2002,2.456,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2001,2.507,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,2000,2.566,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1999,2.624,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1998,2.712,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1997,2.897,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1996,3.136,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1995,3.456,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1994,3.846,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1993,4.059,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1992,4.257,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1991,4.386,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1990,4.556,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1989,4.826,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1988,5.059,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1987,5.327,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1986,5.625,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1985,5.975,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1984,6.219,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1983,6.436,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1982,6.635,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1981,6.808,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1980,6.952,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1979,7.059,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1978,7.14,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1977,7.23,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1976,7.306,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1975,7.373,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1974,7.44,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1973,7.491,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1972,7.546,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1971,7.6,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1970,7.635,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1969,7.653,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1968,7.655,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1967,7.667,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1966,7.672,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1965,7.679,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1964,7.673,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1963,7.649,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1962,7.607,
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Algeria,DZA,1961,7.564,
